key,original,translate,needCheck
stats/sanctum/sanctum.stat_2393318075/Gain # Sacred Water at the start of the Trial,Gain # Sacred Water at the start of the Trial,在試煉開始時獲得#個聖水,
stats/sanctum/sanctum.stat_2410906123/# Resolve Aegis,# Resolve Aegis,#決心護盾,
"stats/sanctum/sanctum.stat_2469854926/Zarokh, the Temporal drops Temporalis","Zarokh, the Temporal drops Temporalis",澤洛克，永恆之靈掉落時空之物,
stats/sanctum/sanctum.stat_2492340460/Restore # Honour on venerating a Maraketh Shrine,Restore # Honour on venerating a Maraketh Shrine,膜拜一座馬拉克斯神殿時，恢復#榮譽,
stats/sanctum/sanctum.stat_2545161750/Cannot restore Honour,Cannot restore Honour,不會恢復榮譽,
"stats/sanctum/sanctum.stat_2821715641/Zarokh, the Temporal drops Sekhema's Resolve","Zarokh, the Temporal drops Sekhema's Resolve",澤洛克，永恆之靈掉落絲克瑪的決意,
stats/sanctum/sanctum.stat_2878762585/#% chance to Avoid Resolve loss from Enemy Hits,#% chance to Avoid Resolve loss from Enemy Hits,有#%機率避免敵人擊中時失去決心,
stats/sanctum/sanctum.stat_290775436/The Merchant has an additional Choice,The Merchant has an additional Choice,商人有1個額外選擇,
stats/sanctum/sanctum.stat_2948404493/Hits against you have #% reduced Critical Damage Bonus,Hits against you have #% reduced Critical Damage Bonus,對你的擊中減少#%暴擊傷害加成,
"stats/sanctum/sanctum.stat_3059754769/Zarokh, the Temporal drops Sandstorm Visage","Zarokh, the Temporal drops Sandstorm Visage",澤洛克，永恆之靈掉落沙瀑面紗,
stats/sanctum/sanctum.stat_3096446459/#% increased Merchant Prices,#% increased Merchant Prices,增加#%販售價格,
stats/sanctum/sanctum.stat_3096543632/#% to Maximum Honour Resistance,#% to Maximum Honour Resistance,#%至最大榮譽抗性,
stats/sanctum/sanctum.stat_3114474137/Monsters take #% increased Damage,Monsters take #% increased Damage,怪物增加#%傷害,
stats/sanctum/sanctum.stat_3128852541/#% to All Resistances,#% to All Resistances,#%全部抗性,
stats/sanctum/sanctum.stat_3134588943/#% increased chance to avoid Honour loss from Enemy Melee Hits,#% increased chance to avoid Honour loss from Enemy Melee Hits,增加#%敵人近戰擊中後避免榮譽損失的機率,
stats/sanctum/sanctum.stat_315260783/Aureus Coins are converted to Relics upon defeating the Herald of the Scourge,Aureus Coins are converted to Relics upon defeating the Herald of the Scourge,災魘先鋒後，奧瑞厄斯幣轉化至聖物,
stats/sanctum/sanctum.stat_3170238729/When you gain a Key #% chance to gain another,When you gain a Key #% chance to gain another,當你獲得一把鑰匙時，有#%機率獲得另一把,
stats/sanctum/sanctum.stat_3182333322/This item is destroyed when applied to a Trial,This item is destroyed when applied to a Trial,當套用至試煉時，此物品會被摧毀,
stats/sanctum/sanctum.stat_3226329527/Bosses take #% increased Damage,Bosses take #% increased Damage,頭目增加承受#%傷害,
stats/sanctum/sanctum.stat_3237367570/Rooms are unknown on the Trial Map,Rooms are unknown on the Trial Map,試煉地圖上的房間為未知,
stats/sanctum/sanctum.stat_3376488707/#% to all Maximum Resistances,#% to all Maximum Resistances,#%全部最大抗性,
stats/sanctum/sanctum.stat_3470883829/#% additional Physical Damage Reduction,#% additional Physical Damage Reduction,#%額外物理傷害減免,
stats/sanctum/sanctum.stat_3554921410/Traps deal #% increased Damage,Traps deal #% increased Damage,增加#%陷阱造成的傷害,
stats/sanctum/sanctum.stat_3621177126/Resolve Mitigation from Enemy Hits is based on #% of Armour,Resolve Mitigation from Enemy Hits is based on #% of Armour,敵人擊中會根據#%護甲使決心輕減,
"stats/sanctum/sanctum.stat_3840591093/Zarokh, the Temporal drops Against the Darkness","Zarokh, the Temporal drops Against the Darkness",澤洛克，永恆之靈掉落力抗黑暗,
stats/sanctum/sanctum.stat_3865020351/Restore # Honour on killing a Boss,Restore # Honour on killing a Boss,擊殺頭目時，恢復#榮譽,
stats/sanctum/sanctum.stat_386901949/An additional Room is revealed on the Trial Map,An additional Room is revealed on the Trial Map,試煉地圖額外揭露1個房間,
stats/sanctum/sanctum.stat_3870327403/#% chance if you were to lose all your Honour to have 1 Honour instead,#% chance if you were to lose all your Honour to have 1 Honour instead,有#%機率讓你在失去所有榮譽時，改為保有1榮譽,
"stats/sanctum/sanctum.stat_3878191575/Zarokh, the Temporal drops an additional Barya","Zarokh, the Temporal drops an additional Barya",澤洛克，永恆之靈掉落額外1個巨靈之幣,
stats/sanctum/sanctum.stat_3882471944/#% increased Evasion Rating,#% increased Evasion Rating,增加#%閃避值,
stats/sanctum/sanctum.stat_3889616543/Resolve Aegis Recovers #% faster while not losing Resolve,Resolve Aegis Recovers #% faster while not losing Resolve,沒有失去決心時，決心護盾恢復加速#%,
"stats/sanctum/sanctum.stat_3909654181/Monsters have #% increased Attack, Cast and Movement Speed","Monsters have #% increased Attack, Cast and Movement Speed",怪物增加#%攻擊、施放、移動速度,
stats/sanctum/sanctum.stat_3970123360/#% increased maximum Honour,#% increased maximum Honour,增加#%最大榮譽,
stats/sanctum/sanctum.stat_4057192895/Gain # Sacred Water when you complete a Room,Gain # Sacred Water when you complete a Room,完成一個房間時，獲得#個聖水,
stats/sanctum/sanctum.stat_408585189/Rare Monsters take #% increased Damage,Rare Monsters take #% increased Damage,增加#%稀有怪物承受傷害,
stats/sanctum/sanctum.stat_4191312223/Maximum Honour is 1,Maximum Honour is 1,最大榮譽為1,
stats/sanctum/sanctum.stat_502549687/Duplicates up to # random Offer Reward upon defeating the Herald of the Scourge,Duplicates up to # random Offer Reward upon defeating the Herald of the Scourge,擊敗災魘先鋒時，複製最多#隨機獎勵,
stats/sanctum/sanctum.stat_521869848/Restore # Honour on picking up a Key,Restore # Honour on picking up a Key,拾起一把鑰匙時，恢復#榮譽,
"stats/sanctum/sanctum.stat_698936647/Your Armour, Evasion and Energy Shield are zero","Your Armour, Evasion and Energy Shield are zero",你的護甲、閃避、和能量護盾為0,
stats/sanctum/sanctum.stat_729354668/#% increased quantity of Keys dropped by Monsters,#% increased quantity of Keys dropped by Monsters,增加#%怪物掉落的鑰匙數量,
"stats/sanctum/sanctum.stat_767926824/Zarokh, the Temporal drops Blessed Bonds","Zarokh, the Temporal drops Blessed Bonds",澤洛克，永恆之靈掉落祝福之絆,
stats/sanctum/sanctum.stat_774484840/#% chance for Resolve Mitigation to be doubled when Hit by an Enemy,#% chance for Resolve Mitigation to be doubled when Hit by an Enemy,當被擊人擊中時，有#%機率使決心輕減為2倍,
stats/sanctum/sanctum.stat_978111083/#% increased Slowing Potency of Debuffs on You,#% increased Slowing Potency of Debuffs on You,增加#%你身上的減益效果緩速程度,
stats/skill,Skill,技能,
stats/skill/skill.alchemists_boon/Grants Skill: Level # Alchemist's Boon,Grants Skill: Level # Alchemist's Boon,賦予技能: 等級 # 煉金師恩惠,
stats/skill/skill.ancient_gifts/Grants Skill: Level # Wildwood's Gifts,Grants Skill: Level # Wildwood's Gifts,賦予技能: 等級 # 荒林禮贈,
stats/skill/skill.archmage/Grants Skill: Level # Archmage,Grants Skill: Level # Archmage,賦予技能: 等級 # 大法師,
stats/skill/skill.attrition/Grants Skill: Level # Attrition,Grants Skill: Level # Attrition,賦予技能: 等級 # 損耗,
stats/skill/skill.atziri_herald/Grants Skill: Level # Herald of the Royal Queen,Grants Skill: Level # Herald of the Royal Queen,賦予技能: 等級 # 女皇之捷,
stats/skill/skill.azmerian_swarm/Grants Skill: Level # Azmerian Swarms,Grants Skill: Level # Azmerian Swarms,賦予技能: 等級 # 阿茲莫里群落,
stats/skill/skill.barkskin/Grants Skill: Level # Barkskin,Grants Skill: Level # Barkskin,賦予技能: 等級 # 木質外膚,
stats/skill/skill.barrier_invocation/Grants Skill: Level # Barrier Invocation,Grants Skill: Level # Barrier Invocation,賦予技能: 等級 # 屏障祈願,
stats/skill/skill.berserk/Grants Skill: Level # Berserk,Grants Skill: Level # Berserk,賦予技能: 等級 # 狂戰,
stats/skill/skill.black_powder_blitz_reservation/Grants Skill: Level # Black Powder Blitz,Grants Skill: Level # Black Powder Blitz,賦予技能: 等級 # 火藥疾行,
stats/skill/skill.blink_reservation/Grants Skill: Level # Blink,Grants Skill: Level # Blink,賦予技能: 等級 # 閃現,
stats/skill/skill.blink/Grants Skill: Level # Blink,Grants Skill: Level # Blink,賦予技能: 等級 # 閃現,
stats/skill/skill.bone_blast/Grants Skill: Level # Bone Blast,Grants Skill: Level # Bone Blast,賦予技能: 等級 # 骨之爆破,
stats/skill/skill.briarpatch/Grants Skill: Level # Briarpatch,Grants Skill: Level # Briarpatch,賦予技能: 等級 # 荊棘叢,
stats/skill/skill.cast_lightning_spell_on_hit/Grants Skill: Level # Thundergod's Wrath,Grants Skill: Level # Thundergod's Wrath,賦予技能: 等級 # 雷神之怒,
stats/skill/skill.cast_on_block/Grants Skill: Level # Cast on Block,Grants Skill: Level # Cast on Block,賦予技能: 等級 # 格擋時施放,
stats/skill/skill.cast_on_charm_use/Grants Skill: Level # Cast on Charm Use,Grants Skill: Level # Cast on Charm Use,賦予技能: 等級 # 使用護符時施放,
stats/skill/skill.cast_on_critical_strike/Grants Skill: Level # Cast on Critical,Grants Skill: Level # Cast on Critical,賦予技能: 等級 # 暴擊時施放,
stats/skill/skill.cast_on_dodge/Grants Skill: Level # Cast on Dodge,Grants Skill: Level # Cast on Dodge,賦予技能: 等級 # 閃避時施放,
stats/skill/skill.cast_on_elemental_ailment/Grants Skill: Level # Cast on Elemental Ailment,Grants Skill: Level # Cast on Elemental Ailment,賦予技能: 等級 # 元素異常狀態時施放,
stats/skill/skill.cast_on_minion_death/Grants Skill: Level # Cast on Minion Death,Grants Skill: Level # Cast on Minion Death,賦予技能: 等級 # 召喚物死亡時施放,
stats/skill/skill.chaos_surge/Grants Skill: Level # Chaotic Surge,Grants Skill: Level # Chaotic Surge,賦予技能: 等級 # 混沌波動,
stats/skill/skill.chaosbolt/Grants Skill: Level # Chaos Bolt,Grants Skill: Level # Chaos Bolt,賦予技能: 等級 # 混沌弩箭,
stats/skill/skill.charge_regulation/Grants Skill: Level # Charge Regulation,Grants Skill: Level # Charge Regulation,賦予技能: 等級 # 充能調節,
stats/skill/skill.coiling_bolts/Grants Skill: Level # Coiling Bolts,Grants Skill: Level # Coiling Bolts,賦予技能: 等級 # 寂纏彈,
stats/skill/skill.combat_frenzy/Grants Skill: Level # Combat Frenzy,Grants Skill: Level # Combat Frenzy,賦予技能: 等級 # 戰鬥狂怒,
stats/skill/skill.consecrate/Grants Skill: Level # Consecrate,Grants Skill: Level # Consecrate,賦予技能: 等級 # 奉獻,
stats/skill/skill.convalescence/Grants Skill: Level # Convalescence,Grants Skill: Level # Convalescence,賦予技能: 等級 # 恢復期,
stats/skill/skill.corpse_cloud_triggered/Grants Skill: Level # Decompose,Grants Skill: Level # Decompose,賦予技能: 等級 # 分解,
stats/skill/skill.corpse_cloud/Grants Skill: Level # Decompose,Grants Skill: Level # Decompose,賦予技能: 等級 # 分解,
stats/skill/skill.crackling_palm/Grants Skill: Level # Crackling Palm,Grants Skill: Level # Crackling Palm,賦予技能: 等級 # 閃光掌,
stats/skill/skill.crushing_fear/Grants Skill: Level # Crushing Fear,Grants Skill: Level # Crushing Fear,賦予技能: 等級 # 死懼碎擊,
stats/skill/skill.defiance_banner_reservation/Grants Skill: Level # Defiance Banner,Grants Skill: Level # Defiance Banner,賦予技能: 等級 # 反抗之旗,
stats/skill/skill.discipline/Grants Skill: Level # Discipline,Grants Skill: Level # Discipline,賦予技能: 等級 # 紀律,
stats/skill/skill.dread_banner_reservation/Grants Skill: Level # Dread Banner,Grants Skill: Level # Dread Banner,賦予技能: 等級 # 恐懼之旗,
stats/skill/skill.elemental_conflux/Grants Skill: Level # Elemental Conflux,Grants Skill: Level # Elemental Conflux,賦予技能: 等級 # 元素匯流,
stats/skill/skill.elemental_invocation/Grants Skill: Level # Elemental Invocation,Grants Skill: Level # Elemental Invocation,賦予技能: 等級 # 元素祈願,
stats/skill/skill.enervating_nova/Grants Skill: Level # Enervating Nova,Grants Skill: Level # Enervating Nova,賦予技能: 等級 # 超能新星,
stats/skill/skill.eternal_rage/Grants Skill: Level # Eternal Rage,Grants Skill: Level # Eternal Rage,賦予技能: 等級 # 無盡怒火,
stats/skill/skill.exploding_poison_toad/Grants Skill: Level # Bursting Fen Toad,Grants Skill: Level # Bursting Fen Toad,賦予技能: 等級 # 爆發沼地蟾蜍,
stats/skill/skill.feast_of_flesh/Grants Skill: Level # Feast of Flesh,Grants Skill: Level # Feast of Flesh,賦予技能: 等級 # 血肉盛宴,
stats/skill/skill.feral_invocation/Grants Skill: Level # Feral Invocation,Grants Skill: Level # Feral Invocation,賦予技能: 等級 # 野性祈求,
stats/skill/skill.fireball/Grants Skill: Level # Fireball,Grants Skill: Level # Fireball,賦予技能: 等級 # 火球,
stats/skill/skill.firebolt/Grants Skill: Level # Firebolt,Grants Skill: Level # Firebolt,賦予技能: 等級 # 火彈,
stats/skill/skill.freezing_shards/Grants Skill: Level # Freezing Shards,Grants Skill: Level # Freezing Shards,賦予技能: 等級 # 冰凍裂片,
stats/skill/skill.fulmination/Grants Skill: Level # Fulmination,Grants Skill: Level # Fulmination,賦予技能: 等級 # 劇烈爆發,
stats/skill/skill.future_past/Grants Skill: Level # Future-Past,Grants Skill: Level # Future-Past,賦予技能: 等級 # 未來昔日,
stats/skill/skill.galvanic_field/Grants Skill: Level # Galvanic Field,Grants Skill: Level # Galvanic Field,賦予技能: 等級 # 電光領域,
stats/skill/skill.gemini_surge/Grants Skill: Level # Gemini Surge,Grants Skill: Level # Gemini Surge,賦予技能: 等級 # 雙靈波動,
stats/skill/skill.ghost_dance/Grants Skill: Level # Ghost Dance,Grants Skill: Level # Ghost Dance,賦予技能: 等級 # 鬼魂之舞,
stats/skill/skill.grave_command/Grants Skill: Level # His Grave Command,Grants Skill: Level # His Grave Command,賦予技能: 等級 # 他的死墓命令,
stats/skill/skill.harbinger_of_madness/Grants Skill: Level # Harbinger of Madness,Grants Skill: Level # Harbinger of Madness,賦予技能: 等級 # 神諭之狂,
stats/skill/skill.heart_of_ice/Grants Skill: Level # Heart of Ice,Grants Skill: Level # Heart of Ice,賦予技能: 等級 # 冰雪之心,
stats/skill/skill.herald_of_ash/Grants Skill: Level # Herald of Ash,Grants Skill: Level # Herald of Ash,賦予技能: 等級 # 灰燼之捷,
stats/skill/skill.herald_of_blood/Grants Skill: Level # Herald of Blood,Grants Skill: Level # Herald of Blood,賦予技能: 等級 # 鮮血之捷,
stats/skill/skill.herald_of_ice/Grants Skill: Level # Herald of Ice,Grants Skill: Level # Herald of Ice,賦予技能: 等級 # 冰霜之捷,
stats/skill/skill.herald_of_plague/Grants Skill: Level # Herald of Plague,Grants Skill: Level # Herald of Plague,賦予技能: 等級 # 瘟疫之捷,
stats/skill/skill.herald_of_thunder/Grants Skill: Level # Herald of Thunder,Grants Skill: Level # Herald of Thunder,賦予技能: 等級 # 閃電之捷,
stats/skill/skill.his_foul_emergence/Grants Skill: Level # His Foul Emergence,Grants Skill: Level # His Foul Emergence,賦予技能: 等級 # 他的惡臭降臨,
stats/skill/skill.his_winnowing_flame/Grants Skill: Level # His Winnowing Flame,Grants Skill: Level # His Winnowing Flame,賦予技能: 等級 # 他的飛舞烈焰,
stats/skill/skill.hyena_cackle/Grants Skill: Level # Cackling Companions,Grants Skill: Level # Cackling Companions,賦予技能: 等級 # 奸笑鬣狗群,
stats/skill/skill.icestorm/Grants Skill: Level # Icestorm,Grants Skill: Level # Icestorm,賦予技能: 等級 # 冰風暴,
stats/skill/skill.impurity/Grants Skill: Level # Impurity,Grants Skill: Level # Impurity,賦予技能: 等級 # 不淨,
stats/skill/skill.iron_ward/Grants Skill: Level # Iron Ward,Grants Skill: Level # Iron Ward,賦予技能: 等級 # 鋼鐵守護,
stats/skill/skill.life_remnants/Grants Skill: Level # Life Remnants,Grants Skill: Level # Life Remnants,賦予技能: 等級 # 生命痕跡,
stats/skill/skill.lightning_bolt/Grants Skill: Level # Lightning Bolt,Grants Skill: Level # Lightning Bolt,賦予技能: 等級 # 雷彈,
stats/skill/skill.lingering_illusion/Grants Skill: Level # Lingering Illusion,Grants Skill: Level # Lingering Illusion,賦予技能: 等級 # 殘留幻象,
